Participant,Session,Delay,Environment,Block,Trial,TwoDTrial,Visible,TrialTime,RewardY,RewardX,RewardFound,RewardType
2,Train,Short,3,4,12,0,1,5.77065,NA,NA,1,F
2,Train,Short,3,5,2,0,0,8.473065,NA,NA,1,F
2,Train,Short,3,5,4,0,0,10.34498,NA,NA,1,F
2,Train,Short,3,5,6,0,0,8.319159,NA,NA,1,F
2,Train,Short,3,5,7,0,0,14.99971,NA,NA,1,F
2,Train,Short,3,5,8,0,0,8.119032,NA,NA,1,F
2,Train,Short,3,5,11,0,0,6.838592,NA,NA,1,F
2,Train,Short,3,5,12,0,0,8.055121,NA,NA,1,F
2,Train,Short,3,5,13,0,0,5.037027,NA,NA,1,F
2,Train,Short,3,5,14,0,0,5.100186,NA,NA,1,F
2,Train,Short,3,5,15,0,0,6.88834,NA,NA,1,F
2,Train,Short,3,6,1,0,1,6.84079,NA,NA,1,W
2,Train,Short,3,6,2,0,1,6.355124,NA,NA,1,W
2,Train,Short,3,6,3,0,1,9.702752,NA,NA,1,W
2,Train,Short,3,6,5,0,1,5.233243,NA,NA,1,W
2,Train,Short,3,6,6,0,1,8.936829,NA,NA,1,W
2,Train,Short,3,6,7,0,1,7.119069,NA,NA,1,W
2,Train,Short,3,6,8,0,1,6.084898,NA,NA,1,W
2,Train,Short,3,6,9,0,1,4.963483,NA,NA,1,W
2,Train,Short,3,6,10,0,1,7.400053,NA,NA,1,W
2,Train,Short,3,6,11,0,1,3.826981,NA,NA,1,W
2,Train,Short,3,6,12,0,1,6.716941,NA,NA,1,W
2,Train,Short,3,7,1,0,0,6.26866,NA,NA,1,W
2,Train,Short,3,7,2,0,0,9.461471,NA,NA,1,W
2,Train,Short,3,7,3,0,0,6.377724,NA,NA,1,W
2,Train,Short,3,7,4,0,0,9.426652,NA,NA,1,W
2,Train,Short,3,7,5,0,0,7.934305,NA,NA,1,W
2,Train,Short,3,7,6,0,0,4.782681,NA,NA,1,W
2,Train,Short,3,7,7,0,0,11.02413,NA,NA,1,W
2,Train,Short,3,7,8,0,0,5.851276,NA,NA,1,W
2,Train,Short,3,7,9,0,0,9.461126,NA,NA,1,W
2,Train,Short,3,7,10,0,0,8.470925,NA,NA,1,W
2,Train,Short,3,7,12,0,0,4.847031,NA,NA,1,W
2,Train,Short,3,7,13,0,0,6.689483,NA,NA,1,W
2,Train,Short,3,7,15,0,0,7.091811,NA,NA,1,W
2,Train,Short,3,8,1,0,1,6.909641,NA,NA,1,M
2,Train,Short,3,8,2,0,1,4.807559,NA,NA,1,M
2,Train,Short,3,8,3,0,1,4.085129,NA,NA,1,M
2,Train,Short,3,8,4,0,1,6.421712,NA,NA,1,M
2,Train,Short,3,8,5,0,1,9.104793,NA,NA,1,M
2,Train,Short,3,8,6,0,1,8.358468,NA,NA,1,M
2,Train,Short,3,8,7,0,1,9.969871,NA,NA,1,M
2,Train,Short,3,8,8,0,1,6.234113,NA,NA,1,M
2,Train,Short,3,8,9,0,1,6.571631,NA,NA,1,M
2,Train,Short,3,8,10,0,1,1.497595,NA,NA,1,M
2,Train,Short,3,8,11,0,1,6.249333,NA,NA,1,M
2,Train,Short,3,8,12,0,1,5.708204,NA,NA,1,M
2,Train,Short,3,9,1,0,0,5.118294,NA,NA,1,M
2,Train,Short,3,9,2,0,0,3.940344,NA,NA,1,M
2,Train,Short,3,9,4,0,0,4.482092,NA,NA,1,M
2,Train,Short,3,9,5,0,0,7.790446,NA,NA,1,M
2,Train,Short,3,9,6,0,0,10.46012,NA,NA,1,M
2,Train,Short,3,9,7,0,0,6.689313,NA,NA,1,M
2,Train,Short,3,9,9,0,0,6.340408,NA,NA,1,M
2,Train,Short,3,9,10,0,0,3.847962,NA,NA,1,M
2,Train,Short,3,9,12,0,0,7.952643,NA,NA,1,M
2,Train,Short,3,9,13,0,0,5.516777,NA,NA,1,M
2,Train,Short,3,9,14,0,0,10.55783,NA,NA,1,M
2,Train,Short,3,10,1,0,0,6.004783,NA,NA,1,W
2,Train,Short,3,10,2,0,1,3.867173,NA,NA,1,F
2,Train,Short,3,10,3,0,0,13.85854,NA,NA,1,F
2,Train,Short,3,10,4,0,0,14.69643,NA,NA,1,W
2,Train,Short,3,10,5,0,1,3.124967,NA,NA,1,W
2,Train,Short,3,10,6,0,0,13.78068,NA,NA,1,M
2,Train,Short,3,10,8,0,1,2.249449,NA,NA,1,M
2,Train,Short,3,10,9,0,0,5.30182,NA,NA,1,M
2,Train,Short,3,10,12,0,0,11.89814,NA,NA,1,F
2,Train,Short,3,10,13,0,0,3.601061,NA,NA,1,W
2,Train,Short,3,10,15,0,0,12.63938,NA,NA,1,F
2,Train,Short,3,10,16,0,0,9.022801,NA,NA,1,W
2,Train,Short,3,10,20,0,0,12.44255,NA,NA,1,F
2,Train,Short,3,10,22,0,0,2.26452,NA,NA,1,W
2,Train,Short,3,10,25,0,0,10.4689,NA,NA,1,W
2,Train,Short,3,10,26,0,0,6.783678,NA,NA,1,F
2,Train,Short,3,10,27,0,0,5.201731,NA,NA,1,M
2,Train,Short,3,10,28,0,0,13.80412,NA,NA,1,W
2,Train,Short,3,10,29,0,0,11.32135,NA,NA,1,F
2,Train,Short,3,10,30,0,0,7.537642,NA,NA,1,M
2,Train,Short,3,10,32,0,0,9.843919,NA,NA,1,F
2,Train,Short,3,10,34,0,0,8.673252,NA,NA,1,M
2,Train,Short,3,10,35,0,0,4.584499,NA,NA,1,W
2,Train,Short,3,10,36,0,0,11.60808,NA,NA,1,M
2,Train,Short,3,10,39,0,0,14.12127,NA,NA,1,W
20,Train,Short,3,3,1,0,1,3.568987,NA,NA,1,F
20,Train,Short,3,4,1,0,1,2.700829,NA,NA,1,F
20,Train,Short,3,4,2,0,1,4.502284,NA,NA,1,F
20,Train,Short,3,4,3,0,1,6.018983,NA,NA,1,F
20,Train,Short,3,4,4,0,1,2.122498,NA,NA,1,F
20,Train,Short,3,4,5,0,1,5.681105,NA,NA,1,F
20,Train,Short,3,4,6,0,1,3.117384,NA,NA,1,F
20,Train,Short,3,4,7,0,1,5.699225,NA,NA,1,F
20,Train,Short,3,4,8,0,1,3.775247,NA,NA,1,F
20,Train,Short,3,4,9,0,1,4.055309,NA,NA,1,F
20,Train,Short,3,4,10,0,1,5.189185,NA,NA,1,F
20,Train,Short,3,4,11,0,1,4.152278,NA,NA,1,F
20,Train,Short,3,4,12,0,1,2.867638,NA,NA,1,F
20,Train,Short,3,5,3,0,0,5.270169,NA,NA,1,F
20,Train,Short,3,5,5,0,0,3.412968,NA,NA,1,F
20,Train,Short,3,5,6,0,0,5.204916,NA,NA,1,F
20,Train,Short,3,5,10,0,0,5.264538,NA,NA,1,F
20,Train,Short,3,5,12,0,0,8.872195,NA,NA,1,F
20,Train,Short,3,5,13,0,0,4.627326,NA,NA,1,F
20,Train,Short,3,6,3,0,1,9.342779,NA,NA,1,W
20,Train,Short,3,6,4,0,1,8.584589,NA,NA,1,W
20,Train,Short,3,6,6,0,1,4.703041,NA,NA,1,W
20,Train,Short,3,6,7,0,1,6.127563,NA,NA,1,W
20,Train,Short,3,6,8,0,1,5.238636,NA,NA,1,W
20,Train,Short,3,6,9,0,1,9.054802,NA,NA,1,W
20,Train,Short,3,6,10,0,1,2.100124,NA,NA,1,W
20,Train,Short,3,6,11,0,1,2.945637,NA,NA,1,W
20,Train,Short,3,6,12,0,1,5.510268,NA,NA,1,W
20,Train,Short,3,7,1,0,0,2.5291,NA,NA,1,W
20,Train,Short,3,7,2,0,0,3.83427,NA,NA,1,W
20,Train,Short,3,7,3,0,0,9.656466,NA,NA,1,W
20,Train,Short,3,7,4,0,0,5.130889,NA,NA,1,W
20,Train,Short,3,7,5,0,0,5.769285,NA,NA,1,W
20,Train,Short,3,7,6,0,0,5.384348,NA,NA,1,W
20,Train,Short,3,7,7,0,0,9.970922,NA,NA,1,W
20,Train,Short,3,7,10,0,0,6.152013,NA,NA,1,W
20,Train,Short,3,7,11,0,0,3.666375,NA,NA,1,W
20,Train,Short,3,7,14,0,0,3.279425,NA,NA,1,W
20,Train,Short,3,7,15,0,0,13.00784,NA,NA,1,W
20,Train,Short,3,8,1,0,1,6.770597,NA,NA,1,M
20,Train,Short,3,8,2,0,1,3.165505,NA,NA,1,M
20,Train,Short,3,8,3,0,1,5.769833,NA,NA,1,M
20,Train,Short,3,8,6,0,1,5.016625,NA,NA,1,M
20,Train,Short,3,8,7,0,1,3.350673,NA,NA,1,M
20,Train,Short,3,8,8,0,1,4.939853,NA,NA,1,M
20,Train,Short,3,8,9,0,1,7.139767,NA,NA,1,M
20,Train,Short,3,8,10,0,1,3.404678,NA,NA,1,M
20,Train,Short,3,8,11,0,1,4.231297,NA,NA,1,M
20,Train,Short,3,8,12,0,1,5.085288,NA,NA,1,M
20,Train,Short,3,9,1,0,0,12.85366,NA,NA,1,M
20,Train,Short,3,9,2,0,0,6.849962,NA,NA,1,M
20,Train,Short,3,9,4,0,0,4.884192,NA,NA,1,M
20,Train,Short,3,9,5,0,0,5.087355,NA,NA,1,M
20,Train,Short,3,9,8,0,0,14.47573,NA,NA,1,M
20,Train,Short,3,9,9,0,0,3.107382,NA,NA,1,M
20,Train,Short,3,9,11,0,0,11.62228,NA,NA,1,M
20,Train,Short,3,9,12,0,0,6.819827,NA,NA,1,M
20,Train,Short,3,9,13,0,0,10.85877,NA,NA,1,M
20,Train,Short,3,10,1,0,0,8.636612,NA,NA,1,M
20,Train,Short,3,10,2,0,1,3.911234,NA,NA,1,F
20,Train,Short,3,10,3,0,0,7.519382,NA,NA,1,F
20,Train,Short,3,10,4,0,0,6.002253,NA,NA,1,M
20,Train,Short,3,10,5,0,1,3.870161,NA,NA,1,W
20,Train,Short,3,10,6,0,0,9.006179,NA,NA,1,F
20,Train,Short,3,10,7,0,0,9.093616,NA,NA,1,F
20,Train,Short,3,10,8,0,1,4.920777,NA,NA,1,M
20,Train,Short,3,10,10,0,0,3.228064,NA,NA,1,F
20,Train,Short,3,10,13,0,0,9.657949,NA,NA,1,F
20,Train,Short,3,10,15,0,0,10.34064,NA,NA,1,W
20,Train,Short,3,10,16,0,0,0.03341794,NA,NA,1,M
20,Train,Short,3,10,17,0,0,5.097319,NA,NA,1,M
20,Train,Short,3,10,20,0,0,8.124516,NA,NA,1,F
20,Train,Short,3,10,21,0,0,9.735304,NA,NA,1,M
20,Train,Short,3,10,23,0,0,3.465527,NA,NA,1,W
20,Train,Short,3,10,24,0,0,8.453093,NA,NA,1,F
20,Train,Short,3,10,25,0,0,3.163536,NA,NA,1,F
20,Train,Short,3,10,28,0,0,3.103154,NA,NA,1,F
20,Train,Short,3,10,29,0,0,10.37047,NA,NA,1,F
20,Train,Short,3,10,30,0,0,3.763963,NA,NA,1,M
20,Train,Short,3,10,31,0,0,5.652749,NA,NA,1,W
20,Train,Short,3,10,32,0,0,10.43325,NA,NA,1,M
20,Train,Short,3,10,34,0,0,3.869094,NA,NA,1,W
20,Train,Short,3,10,35,0,0,5.755495,NA,NA,1,W
20,Train,Short,3,10,36,0,0,4.031177,NA,NA,1,W
20,Train,Short,3,10,37,0,0,4.465436,NA,NA,1,W
20,Train,Short,3,10,38,0,0,3.464221,NA,NA,1,F
20,Train,Short,3,10,39,0,0,4.664421,NA,NA,1,W
22,Train,Short,3,3,1,0,1,5.756356,NA,NA,1,F
22,Train,Short,3,3,2,0,0,93.91211,NA,NA,1,NoReward
22,Train,Short,3,4,1,0,1,6.446416,NA,NA,1,F
22,Train,Short,3,4,2,0,1,2.922108,NA,NA,1,F
22,Train,Short,3,4,3,0,1,5.205731,NA,NA,1,F
22,Train,Short,3,4,4,0,1,1.858504,NA,NA,1,F
22,Train,Short,3,4,5,0,1,6.179079,NA,NA,1,F
22,Train,Short,3,4,6,0,1,5.788713,NA,NA,1,F
22,Train,Short,3,4,7,0,1,4.965862,NA,NA,1,F
22,Train,Short,3,4,8,0,1,3.720065,NA,NA,1,F
22,Train,Short,3,4,9,0,1,6.321324,NA,NA,1,F
22,Train,Short,3,4,10,0,1,7.238832,NA,NA,1,F
22,Train,Short,3,4,11,0,1,5.921871,NA,NA,1,F
22,Train,Short,3,4,12,0,1,9.632187,NA,NA,1,F
22,Train,Short,3,5,2,0,0,5.19524,NA,NA,1,F
22,Train,Short,3,5,9,0,0,12.45964,NA,NA,1,F
22,Train,Short,3,5,10,0,0,2.780139,NA,NA,1,F
22,Train,Short,3,6,1,0,1,4.973703,NA,NA,1,W
22,Train,Short,3,6,2,0,1,3.226791,NA,NA,1,W
22,Train,Short,3,6,3,0,1,5.917359,NA,NA,1,W
22,Train,Short,3,6,4,0,1,8.19191,NA,NA,1,W
22,Train,Short,3,6,6,0,1,3.521632,NA,NA,1,W
22,Train,Short,3,6,7,0,1,2.794221,NA,NA,1,W
22,Train,Short,3,6,8,0,1,4.972069,NA,NA,1,W
22,Train,Short,3,6,9,0,1,5.97288,NA,NA,1,W
22,Train,Short,3,6,10,0,1,4.951239,NA,NA,1,W
22,Train,Short,3,6,11,0,1,4.295704,NA,NA,1,W
22,Train,Short,3,6,12,0,1,4.186983,NA,NA,1,W
22,Train,Short,3,7,10,0,0,13.19246,NA,NA,1,W
22,Train,Short,3,7,13,0,0,6.778185,NA,NA,1,W
22,Train,Short,3,7,14,0,0,4.616197,NA,NA,1,W
22,Train,Short,3,8,1,0,1,5.193058,NA,NA,1,M
22,Train,Short,3,8,2,0,1,4.439935,NA,NA,1,M
22,Train,Short,3,8,3,0,1,7.032618,NA,NA,1,M
22,Train,Short,3,8,4,0,1,3.662101,NA,NA,1,M
22,Train,Short,3,8,5,0,1,5.650222,NA,NA,1,M
22,Train,Short,3,8,6,0,1,4.912848,NA,NA,1,M
22,Train,Short,3,8,7,0,1,2.998164,NA,NA,1,M
22,Train,Short,3,8,8,0,1,6.145532,NA,NA,1,M
22,Train,Short,3,8,9,0,1,4.298801,NA,NA,1,M
22,Train,Short,3,8,10,0,1,6.578928,NA,NA,1,M
22,Train,Short,3,8,11,0,1,4.279653,NA,NA,1,M
22,Train,Short,3,8,12,0,1,6.255974,NA,NA,1,M
22,Train,Short,3,9,5,0,0,0.03234196,NA,NA,1,M
22,Train,Short,3,9,9,0,0,4.14346,NA,NA,1,M
22,Train,Short,3,9,13,0,0,11.73636,NA,NA,1,M
22,Train,Short,3,9,14,0,0,6.680038,NA,NA,1,M
22,Train,Short,3,9,15,0,0,7.155295,NA,NA,1,M
22,Train,Short,3,10,1,0,0,11.25285,NA,NA,1,M
22,Train,Short,3,10,2,0,1,1.92617,NA,NA,1,F
22,Train,Short,3,10,5,0,1,4.705123,NA,NA,1,W
22,Train,Short,3,10,8,0,1,4.344883,NA,NA,1,M
22,Train,Short,3,10,11,0,0,3.557249,NA,NA,1,M
22,Train,Short,3,10,12,0,0,14.61171,NA,NA,1,W
22,Train,Short,3,10,13,0,0,11.03756,NA,NA,1,W
22,Train,Short,3,10,17,0,0,9.296966,NA,NA,1,F
22,Train,Short,3,10,18,0,0,5.886161,NA,NA,1,M
22,Train,Short,3,10,20,0,0,4.99754,NA,NA,1,W
22,Train,Short,3,10,21,0,0,14.14771,NA,NA,1,W
22,Train,Short,3,10,22,0,0,5.554417,NA,NA,1,F
22,Train,Short,3,10,23,0,0,6.867884,NA,NA,1,F
22,Train,Short,3,10,26,0,0,4.188417,NA,NA,1,W
22,Train,Short,3,10,28,0,0,5.23904,NA,NA,1,W
22,Train,Short,3,10,32,0,0,5.478575,NA,NA,1,F
22,Train,Short,3,10,33,0,0,14.88083,NA,NA,1,M
22,Train,Short,3,10,36,0,0,14.22713,NA,NA,1,W
22,Train,Short,3,10,37,0,0,5.000242,NA,NA,1,W
22,Train,Short,3,10,38,0,0,6.29412,NA,NA,1,F
28,Train,Short,3,3,1,0,1,6.763013,NA,NA,1,F
28,Train,Short,3,4,2,0,1,5.614778,NA,NA,1,F
28,Train,Short,3,4,4,0,1,4.857804,NA,NA,1,F
28,Train,Short,3,4,5,0,1,5.721125,NA,NA,1,F
28,Train,Short,3,4,6,0,1,4.170135,NA,NA,1,F
28,Train,Short,3,4,7,0,1,5.226323,NA,NA,1,F
28,Train,Short,3,4,8,0,1,2.582738,NA,NA,1,F
28,Train,Short,3,4,9,0,1,4.750954,NA,NA,1,F
28,Train,Short,3,4,10,0,1,5.12629,NA,NA,1,F
28,Train,Short,3,4,11,0,1,6.406713,NA,NA,1,F
28,Train,Short,3,4,12,0,1,3.380414,NA,NA,1,F
28,Train,Short,3,5,2,0,0,12.88853,NA,NA,1,F
28,Train,Short,3,5,3,0,0,7.122993,NA,NA,1,F
28,Train,Short,3,5,4,0,0,6.31816,NA,NA,1,F
28,Train,Short,3,5,5,0,0,9.189649,NA,NA,1,F
28,Train,Short,3,5,10,0,0,6.854557,NA,NA,1,F
28,Train,Short,3,5,11,0,0,3.71412,NA,NA,1,F
28,Train,Short,3,5,12,0,0,11.67105,NA,NA,1,F
28,Train,Short,3,5,13,0,0,7.231356,NA,NA,1,F
28,Train,Short,3,5,14,0,0,12.93219,NA,NA,1,F
28,Train,Short,3,5,15,0,0,6.356729,NA,NA,1,F
28,Train,Short,3,6,1,0,1,2.794679,NA,NA,1,W
28,Train,Short,3,6,2,0,1,4.498663,NA,NA,1,W
28,Train,Short,3,6,3,0,1,5.214981,NA,NA,1,W
28,Train,Short,3,6,4,0,1,2.281642,NA,NA,1,W
28,Train,Short,3,6,5,0,1,7.791202,NA,NA,1,W
28,Train,Short,3,6,6,0,1,2.679924,NA,NA,1,W
28,Train,Short,3,6,7,0,1,5.438315,NA,NA,1,W
28,Train,Short,3,6,8,0,1,3.948085,NA,NA,1,W
28,Train,Short,3,6,13,0,1,6.136581,NA,NA,1,W
28,Train,Short,3,6,14,0,1,3.419454,NA,NA,1,W
28,Train,Short,3,6,15,0,1,6.321568,NA,NA,1,W
28,Train,Short,3,6,16,0,1,2.687693,NA,NA,1,W
28,Train,Short,3,7,1,0,0,7.090065,NA,NA,1,W
28,Train,Short,3,7,2,0,0,9.669325,NA,NA,1,W
28,Train,Short,3,7,3,0,0,9.926572,NA,NA,1,W
28,Train,Short,3,7,4,0,0,9.504733,NA,NA,1,W
28,Train,Short,3,7,5,0,0,10.58903,NA,NA,1,W
28,Train,Short,3,7,6,0,0,3.263521,NA,NA,1,W
28,Train,Short,3,7,7,0,0,13.96285,NA,NA,1,W
28,Train,Short,3,7,8,0,0,8.656093,NA,NA,1,W
28,Train,Short,3,7,9,0,0,5.291933,NA,NA,1,W
28,Train,Short,3,7,11,0,0,6.967263,NA,NA,1,W
28,Train,Short,3,7,12,0,0,11.37459,NA,NA,1,W
28,Train,Short,3,7,13,0,0,2.723866,NA,NA,1,W
28,Train,Short,3,7,14,0,0,11.72747,NA,NA,1,W
28,Train,Short,3,7,15,0,0,5.948035,NA,NA,1,W
28,Train,Short,3,8,1,0,1,3.146694,NA,NA,1,M
28,Train,Short,3,8,2,0,1,3.879078,NA,NA,1,M
28,Train,Short,3,8,3,0,1,5.76942,NA,NA,1,M
28,Train,Short,3,8,4,0,1,3.653205,NA,NA,1,M
28,Train,Short,3,8,5,0,1,5.219982,NA,NA,1,M
28,Train,Short,3,8,6,0,1,7.348862,NA,NA,1,M
28,Train,Short,3,8,7,0,1,4.704533,NA,NA,1,M
28,Train,Short,3,8,8,0,1,3.360085,NA,NA,1,M
28,Train,Short,3,8,9,0,1,5.756069,NA,NA,1,M
28,Train,Short,3,8,10,0,1,3.678804,NA,NA,1,M
28,Train,Short,3,8,11,0,1,5.874443,NA,NA,1,M
28,Train,Short,3,8,12,0,1,6.087779,NA,NA,1,M
28,Train,Short,3,9,3,0,0,12.41862,NA,NA,1,M
28,Train,Short,3,9,5,0,0,3.197039,NA,NA,1,M
28,Train,Short,3,9,7,0,0,12.52514,NA,NA,1,M
28,Train,Short,3,9,8,0,0,2.777225,NA,NA,1,M
28,Train,Short,3,9,15,0,0,14.14421,NA,NA,1,M
28,Train,Short,3,10,1,0,0,14.81427,NA,NA,1,W
28,Train,Short,3,10,2,0,1,3.593123,NA,NA,1,F
28,Train,Short,3,10,4,0,0,11.79083,NA,NA,1,W
28,Train,Short,3,10,5,0,1,4.058124,NA,NA,1,W
28,Train,Short,3,10,6,0,0,10.85988,NA,NA,1,M
28,Train,Short,3,10,8,0,1,2.382338,NA,NA,1,M
28,Train,Short,3,10,9,0,0,5.734203,NA,NA,1,W
28,Train,Short,3,10,10,0,0,4.603522,NA,NA,1,W
28,Train,Short,3,10,12,0,0,8.010047,NA,NA,1,F
28,Train,Short,3,10,14,0,0,5.650893,NA,NA,1,M
28,Train,Short,3,10,15,0,0,4.356156,NA,NA,1,M
28,Train,Short,3,10,16,0,0,5.41419,NA,NA,1,M
28,Train,Short,3,10,18,0,0,3.420027,NA,NA,1,W
28,Train,Short,3,10,21,0,0,5.177944,NA,NA,1,F
28,Train,Short,3,10,22,0,0,3.397973,NA,NA,1,M
28,Train,Short,3,10,24,0,0,8.806212,NA,NA,1,W
28,Train,Short,3,10,27,0,0,3.733506,NA,NA,1,M
28,Train,Short,3,10,29,0,0,9.457989,NA,NA,1,W
28,Train,Short,3,10,31,0,0,4.61838,NA,NA,1,F
28,Train,Short,3,10,32,0,0,4.005366,NA,NA,1,F
28,Train,Short,3,10,33,0,0,10.32792,NA,NA,1,F
28,Train,Short,3,10,34,0,0,6.553224,NA,NA,1,W
28,Train,Short,3,10,35,0,0,8.677413,NA,NA,1,W
28,Train,Short,3,10,36,0,0,9.941438,NA,NA,1,F
28,Train,Short,3,10,37,0,0,6.482314,NA,NA,1,W
28,Train,Short,3,10,40,0,0,2.765156,NA,NA,1,F
29,Train,Long,3,3,1,0,1,4.527714,NA,NA,1,F
29,Train,Long,3,3,2,0,0,30.54664,NA,NA,1,NoReward
29,Train,Long,3,4,1,0,1,3.590149,NA,NA,1,F
29,Train,Long,3,4,2,0,1,5.210132,NA,NA,1,F
29,Train,Long,3,4,3,0,1,3.991228,NA,NA,1,F
29,Train,Long,3,4,4,0,1,5.328018,NA,NA,1,F
29,Train,Long,3,4,5,0,1,2.941336,NA,NA,1,F
29,Train,Long,3,4,6,0,1,3.287833,NA,NA,1,F
29,Train,Long,3,4,7,0,1,4.474389,NA,NA,1,F
29,Train,Long,3,4,8,0,1,6.805444,NA,NA,1,F
29,Train,Long,3,4,9,0,1,4.175817,NA,NA,1,F
29,Train,Long,3,4,10,0,1,3.198779,NA,NA,1,F
29,Train,Long,3,4,11,0,1,4.102648,NA,NA,1,F
29,Train,Long,3,4,12,0,1,4.465065,NA,NA,1,F
29,Train,Long,3,5,1,0,0,6.916577,NA,NA,1,F
29,Train,Long,3,5,3,0,0,3.753569,NA,NA,1,F
29,Train,Long,3,5,4,0,0,3.97662,NA,NA,1,F
29,Train,Long,3,5,6,0,0,4.31812,NA,NA,1,F
29,Train,Long,3,5,7,0,0,4.801746,NA,NA,1,F
29,Train,Long,3,5,8,0,0,14.25076,NA,NA,1,F
29,Train,Long,3,5,9,0,0,3.792697,NA,NA,1,F
29,Train,Long,3,5,10,0,0,8.015483,NA,NA,1,F
29,Train,Long,3,5,12,0,0,5.854272,NA,NA,1,F
29,Train,Long,3,5,14,0,0,5.345666,NA,NA,1,F
29,Train,Long,3,6,1,0,1,8.507771,NA,NA,1,W
29,Train,Long,3,6,2,0,1,5.797366,NA,NA,1,W
29,Train,Long,3,6,3,0,1,3.392271,NA,NA,1,W
29,Train,Long,3,6,4,0,1,3.918006,NA,NA,1,W
29,Train,Long,3,6,5,0,1,4.16038,NA,NA,1,W
29,Train,Long,3,6,6,0,1,4.457939,NA,NA,1,W
29,Train,Long,3,6,7,0,1,4.34999,NA,NA,1,W
29,Train,Long,3,6,8,0,1,2.95891,NA,NA,1,W
29,Train,Long,3,6,9,0,1,3.724079,NA,NA,1,W
29,Train,Long,3,6,10,0,1,2.794995,NA,NA,1,W
29,Train,Long,3,6,11,0,1,4.970667,NA,NA,1,W
29,Train,Long,3,6,12,0,1,2.720964,NA,NA,1,W
29,Train,Long,3,7,1,0,0,10.38707,NA,NA,1,W
29,Train,Long,3,7,3,0,0,5.338173,NA,NA,1,W
29,Train,Long,3,7,5,0,0,9.722467,NA,NA,1,W
29,Train,Long,3,7,6,0,0,3.915015,NA,NA,1,W
29,Train,Long,3,7,9,0,0,5.722463,NA,NA,1,W
29,Train,Long,3,7,10,0,0,4.037562,NA,NA,1,W
29,Train,Long,3,7,12,0,0,4.031872,NA,NA,1,W
29,Train,Long,3,7,13,0,0,8.709826,NA,NA,1,W
29,Train,Long,3,7,14,0,0,3.486519,NA,NA,1,W
29,Train,Long,3,7,15,0,0,5.906556,NA,NA,1,W
29,Train,Long,3,8,1,0,1,5.015424,NA,NA,1,M
29,Train,Long,3,8,2,0,1,5.879758,NA,NA,1,M
29,Train,Long,3,8,3,0,1,5.682481,NA,NA,1,M
29,Train,Long,3,8,4,0,1,8.29829,NA,NA,1,M
29,Train,Long,3,8,5,0,1,2.801708,NA,NA,1,M
29,Train,Long,3,8,6,0,1,1.690194,NA,NA,1,M
29,Train,Long,3,8,7,0,1,3.953883,NA,NA,1,M
29,Train,Long,3,8,8,0,1,2.76852,NA,NA,1,M
29,Train,Long,3,8,9,0,1,4.393621,NA,NA,1,M
29,Train,Long,3,8,10,0,1,3.113941,NA,NA,1,M
29,Train,Long,3,8,11,0,1,3.156702,NA,NA,1,M
29,Train,Long,3,8,12,0,1,3.79863,NA,NA,1,M
29,Train,Long,3,9,2,0,0,5.559046,NA,NA,1,M
29,Train,Long,3,9,3,0,0,6.334678,NA,NA,1,M
29,Train,Long,3,9,4,0,0,10.13585,NA,NA,1,M
29,Train,Long,3,9,5,0,0,9.780403,NA,NA,1,M
29,Train,Long,3,9,6,0,0,4.647339,NA,NA,1,M
29,Train,Long,3,9,7,0,0,6.939654,NA,NA,1,M
29,Train,Long,3,9,8,0,0,3.326427,NA,NA,1,M
29,Train,Long,3,9,9,0,0,12.60041,NA,NA,1,M
29,Train,Long,3,9,12,0,0,9.53593,NA,NA,1,M
29,Train,Long,3,9,13,0,0,10.81558,NA,NA,1,M
29,Train,Long,3,9,14,0,0,3.542145,NA,NA,1,M
29,Train,Long,3,9,15,0,0,14.6119,NA,NA,1,M
29,Train,Long,3,10,1,0,0,4.367512,NA,NA,1,W
29,Train,Long,3,10,2,0,1,2.959697,NA,NA,1,F
29,Train,Long,3,10,3,0,0,3.607729,NA,NA,1,W
29,Train,Long,3,10,4,0,0,3.106643,NA,NA,1,F
29,Train,Long,3,10,5,0,1,3.47763,NA,NA,1,W
29,Train,Long,3,10,6,0,0,7.94097,NA,NA,1,F
29,Train,Long,3,10,7,0,0,6.530931,NA,NA,1,W
29,Train,Long,3,10,8,0,1,3.113382,NA,NA,1,M
29,Train,Long,3,10,10,0,0,14.94118,NA,NA,1,W
29,Train,Long,3,10,11,0,0,12.76976,NA,NA,1,M
29,Train,Long,3,10,12,0,0,5.479548,NA,NA,1,F
29,Train,Long,3,10,14,0,0,5.757868,NA,NA,1,W
29,Train,Long,3,10,15,0,0,3.057833,NA,NA,1,F
29,Train,Long,3,10,16,0,0,4.606541,NA,NA,1,W
29,Train,Long,3,10,17,0,0,3.296729,NA,NA,1,M
29,Train,Long,3,10,20,0,0,5.726419,NA,NA,1,F
29,Train,Long,3,10,21,0,0,10.68619,NA,NA,1,M
29,Train,Long,3,10,23,0,0,5.324364,NA,NA,1,F
29,Train,Long,3,10,24,0,0,5.7801,NA,NA,1,M
29,Train,Long,3,10,25,0,0,6.68161,NA,NA,1,M
29,Train,Long,3,10,26,0,0,6.73723,NA,NA,1,W
29,Train,Long,3,10,27,0,0,7.464097,NA,NA,1,W
29,Train,Long,3,10,29,0,0,1.883615,NA,NA,1,M
29,Train,Long,3,10,30,0,0,6.443154,NA,NA,1,W
