Participant,Session,Delay,Environment,Block,Trial,TwoDTrial,Visible,TrialTime,RewardY,RewardX,RewardFound,RewardType
29,Train,Long,3,10,32,0,0,5.187308,NA,NA,1,F
29,Train,Long,3,10,33,0,0,3.083242,NA,NA,1,M
29,Train,Long,3,10,34,0,0,4.210997,NA,NA,1,F
29,Train,Long,3,10,35,0,0,9.972249,NA,NA,1,F
29,Train,Long,3,10,36,0,0,3.011878,NA,NA,1,W
29,Train,Long,3,10,37,0,0,5.147713,NA,NA,1,W
29,Train,Long,3,10,38,0,0,9.416736,NA,NA,1,M
29,Train,Long,3,10,39,0,0,4.079117,NA,NA,1,F
30,Train,Long,3,3,1,0,1,4.554558,NA,NA,1,F
30,Train,Long,3,3,2,0,0,70.46949,NA,NA,1,NoReward
30,Train,Long,3,4,1,0,1,3.550386,NA,NA,1,F
30,Train,Long,3,4,2,0,1,4.036039,NA,NA,1,F
30,Train,Long,3,4,3,0,1,4.328671,NA,NA,1,F
30,Train,Long,3,4,4,0,1,4.209181,NA,NA,1,F
30,Train,Long,3,4,5,0,1,1.83306,NA,NA,1,F
30,Train,Long,3,4,6,0,1,3.742044,NA,NA,1,F
30,Train,Long,3,4,7,0,1,4.814034,NA,NA,1,F
30,Train,Long,3,4,8,0,1,8.011485,NA,NA,1,F
30,Train,Long,3,4,9,0,1,5.560333,NA,NA,1,F
30,Train,Long,3,4,10,0,1,2.556705,NA,NA,1,F
30,Train,Long,3,4,11,0,1,4.258345,NA,NA,1,F
30,Train,Long,3,4,12,0,1,5.334527,NA,NA,1,F
30,Train,Long,3,5,1,0,0,7.298167,NA,NA,1,F
30,Train,Long,3,5,2,0,0,3.992417,NA,NA,1,F
30,Train,Long,3,5,5,0,0,5.19774,NA,NA,1,F
30,Train,Long,3,5,6,0,0,5.073118,NA,NA,1,F
30,Train,Long,3,5,7,0,0,4.284906,NA,NA,1,F
30,Train,Long,3,5,8,0,0,5.715457,NA,NA,1,F
30,Train,Long,3,5,9,0,0,6.62247,NA,NA,1,F
30,Train,Long,3,5,10,0,0,8.766972,NA,NA,1,F
30,Train,Long,3,5,12,0,0,5.161903,NA,NA,1,F
30,Train,Long,3,5,13,0,0,10.36175,NA,NA,1,F
30,Train,Long,3,6,1,0,1,2.688842,NA,NA,1,W
30,Train,Long,3,6,2,0,1,4.216098,NA,NA,1,W
30,Train,Long,3,6,3,0,1,7.204956,NA,NA,1,W
30,Train,Long,3,6,4,0,1,5.872996,NA,NA,1,W
30,Train,Long,3,6,5,0,1,4.343967,NA,NA,1,W
30,Train,Long,3,6,6,0,1,6.274478,NA,NA,1,W
30,Train,Long,3,6,7,0,1,5.331209,NA,NA,1,W
30,Train,Long,3,6,8,0,1,4.497507,NA,NA,1,W
30,Train,Long,3,6,9,0,1,3.124605,NA,NA,1,W
30,Train,Long,3,6,10,0,1,5.53381,NA,NA,1,W
30,Train,Long,3,6,11,0,1,5.042258,NA,NA,1,W
30,Train,Long,3,6,12,0,1,4.167576,NA,NA,1,W
30,Train,Long,3,7,1,0,0,10.28174,NA,NA,1,W
30,Train,Long,3,7,5,0,0,12.27855,NA,NA,1,W
30,Train,Long,3,7,7,0,0,5.982093,NA,NA,1,W
30,Train,Long,3,7,8,0,0,3.538319,NA,NA,1,W
30,Train,Long,3,7,11,0,0,3.826656,NA,NA,1,W
30,Train,Long,3,7,13,0,0,8.988156,NA,NA,1,W
30,Train,Long,3,7,14,0,0,5.315099,NA,NA,1,W
30,Train,Long,3,8,1,0,1,6.187021,NA,NA,1,M
30,Train,Long,3,8,2,0,1,2.888134,NA,NA,1,M
30,Train,Long,3,8,3,0,1,3.80119,NA,NA,1,M
30,Train,Long,3,8,4,0,1,4.210532,NA,NA,1,M
30,Train,Long,3,8,5,0,1,4.288209,NA,NA,1,M
30,Train,Long,3,8,6,0,1,7.321002,NA,NA,1,M
30,Train,Long,3,8,7,0,1,3.599699,NA,NA,1,M
30,Train,Long,3,8,8,0,1,4.46283,NA,NA,1,M
30,Train,Long,3,8,9,0,1,5.1872,NA,NA,1,M
30,Train,Long,3,8,10,0,1,3.309972,NA,NA,1,M
30,Train,Long,3,8,11,0,1,7.970416,NA,NA,1,M
30,Train,Long,3,8,12,0,1,3.293482,NA,NA,1,M
30,Train,Long,3,9,1,0,0,4.430347,NA,NA,1,M
30,Train,Long,3,9,2,0,0,4.329366,NA,NA,1,M
30,Train,Long,3,9,4,0,0,3.260294,NA,NA,1,M
30,Train,Long,3,9,6,0,0,3.388636,NA,NA,1,M
30,Train,Long,3,9,7,0,0,12.21175,NA,NA,1,M
30,Train,Long,3,9,9,0,0,3.555195,NA,NA,1,M
30,Train,Long,3,9,11,0,0,6.34924,NA,NA,1,M
30,Train,Long,3,9,13,0,0,3.760821,NA,NA,1,M
30,Train,Long,3,9,14,0,0,4.990478,NA,NA,1,M
30,Train,Long,3,9,15,0,0,10.14606,NA,NA,1,M
30,Train,Long,3,10,1,0,0,8.6533,NA,NA,1,M
30,Train,Long,3,10,2,0,1,4.59923,NA,NA,1,F
30,Train,Long,3,10,3,0,0,14.74453,NA,NA,1,W
30,Train,Long,3,10,4,0,0,3.707053,NA,NA,1,W
30,Train,Long,3,10,5,0,1,5.09916,NA,NA,1,W
30,Train,Long,3,10,6,0,0,4.196557,NA,NA,1,F
30,Train,Long,3,10,8,0,1,4.544027,NA,NA,1,M
30,Train,Long,3,10,10,0,0,6.082855,NA,NA,1,W
30,Train,Long,3,10,11,0,0,11.77655,NA,NA,1,W
30,Train,Long,3,10,13,0,0,3.055766,NA,NA,1,W
30,Train,Long,3,10,15,0,0,9.19008,NA,NA,1,F
30,Train,Long,3,10,16,0,0,12.746,NA,NA,1,F
30,Train,Long,3,10,19,0,0,4.589579,NA,NA,1,W
30,Train,Long,3,10,20,0,0,4.513114,NA,NA,1,F
30,Train,Long,3,10,21,0,0,5.21564,NA,NA,1,W
30,Train,Long,3,10,22,0,0,6.433882,NA,NA,1,W
30,Train,Long,3,10,23,0,0,11.63639,NA,NA,1,W
30,Train,Long,3,10,26,0,0,10.6186,NA,NA,1,M
30,Train,Long,3,10,30,0,0,3.457495,NA,NA,1,F
30,Train,Long,3,10,31,0,0,9.024029,NA,NA,1,M
30,Train,Long,3,10,33,0,0,5.020121,NA,NA,1,F
30,Train,Long,3,10,34,0,0,14.82045,NA,NA,1,F
30,Train,Long,3,10,35,0,0,3.408622,NA,NA,1,M
30,Train,Long,3,10,36,0,0,3.740669,NA,NA,1,M
30,Train,Long,3,10,38,0,0,5.842743,NA,NA,1,F
30,Train,Long,3,10,39,0,0,6.343816,NA,NA,1,W
31,Train,Long,3,3,1,0,1,4.128393,NA,NA,1,F
31,Train,Long,3,3,2,0,0,94.57061,NA,NA,1,NoReward
31,Train,Long,3,4,1,0,1,3.360483,NA,NA,1,F
31,Train,Long,3,4,2,0,1,8.078279,NA,NA,1,F
31,Train,Long,3,4,3,0,1,3.530337,NA,NA,1,F
31,Train,Long,3,4,4,0,1,4.106601,NA,NA,1,F
31,Train,Long,3,4,5,0,1,4.773414,NA,NA,1,F
31,Train,Long,3,4,6,0,1,3.283596,NA,NA,1,F
31,Train,Long,3,4,7,0,1,5.098783,NA,NA,1,F
31,Train,Long,3,4,8,0,1,5.157799,NA,NA,1,F
31,Train,Long,3,4,9,0,1,5.02512,NA,NA,1,F
31,Train,Long,3,4,10,0,1,4.123556,NA,NA,1,F
31,Train,Long,3,4,11,0,1,7.03928,NA,NA,1,F
31,Train,Long,3,4,12,0,1,8.808387,NA,NA,1,F
31,Train,Long,3,5,7,0,0,12.94812,NA,NA,1,F
31,Train,Long,3,5,10,0,0,10.61964,NA,NA,1,F
31,Train,Long,3,6,1,0,1,3.735318,NA,NA,1,W
31,Train,Long,3,6,2,0,1,4.297296,NA,NA,1,W
31,Train,Long,3,6,3,0,1,6.513216,NA,NA,1,W
31,Train,Long,3,6,4,0,1,5.585974,NA,NA,1,W
31,Train,Long,3,6,5,0,1,6.443698,NA,NA,1,W
31,Train,Long,3,6,6,0,1,4.810884,NA,NA,1,W
31,Train,Long,3,6,7,0,1,2.641054,NA,NA,1,W
31,Train,Long,3,6,8,0,1,8.332759,NA,NA,1,W
31,Train,Long,3,6,9,0,1,3.822788,NA,NA,1,W
31,Train,Long,3,7,1,0,0,4.574834,NA,NA,1,W
31,Train,Long,3,7,4,0,0,3.944052,NA,NA,1,W
31,Train,Long,3,7,6,0,0,6.168805,NA,NA,1,W
31,Train,Long,3,7,9,0,0,13.17024,NA,NA,1,W
31,Train,Long,3,7,13,0,0,4.601736,NA,NA,1,W
31,Train,Long,3,8,4,0,1,6.320484,NA,NA,1,M
31,Train,Long,3,8,5,0,1,7.007105,NA,NA,1,M
31,Train,Long,3,8,6,0,1,7.875962,NA,NA,1,M
31,Train,Long,3,8,7,0,1,7.062117,NA,NA,1,M
31,Train,Long,3,8,8,0,1,7.208375,NA,NA,1,M
31,Train,Long,3,8,9,0,1,9.240349,NA,NA,1,M
31,Train,Long,3,8,11,0,1,6.358073,NA,NA,1,M
31,Train,Long,3,8,12,0,1,6.531457,NA,NA,1,M
31,Train,Long,3,9,2,0,0,3.362172,NA,NA,1,M
31,Train,Long,3,9,3,0,0,8.185219,NA,NA,1,M
31,Train,Long,3,9,4,0,0,3.829529,NA,NA,1,M
31,Train,Long,3,9,5,0,0,9.199765,NA,NA,1,M
31,Train,Long,3,9,8,0,0,2.629678,NA,NA,1,M
31,Train,Long,3,9,10,0,0,4.558268,NA,NA,1,M
31,Train,Long,3,9,11,0,0,5.860708,NA,NA,1,M
31,Train,Long,3,9,12,0,0,6.958933,NA,NA,1,M
31,Train,Long,3,10,2,0,1,5.98792,NA,NA,1,F
31,Train,Long,3,10,4,0,0,10.55485,NA,NA,1,W
31,Train,Long,3,10,5,0,1,4.356835,NA,NA,1,W
31,Train,Long,3,10,6,0,0,6.910151,NA,NA,1,W
31,Train,Long,3,10,7,0,0,14.23532,NA,NA,1,W
31,Train,Long,3,10,8,0,1,3.323439,NA,NA,1,M
31,Train,Long,3,10,9,0,0,8.433603,NA,NA,1,W
31,Train,Long,3,10,13,0,0,10.23565,NA,NA,1,M
31,Train,Long,3,10,14,0,0,8.964296,NA,NA,1,F
31,Train,Long,3,10,15,0,0,5.466459,NA,NA,1,F
31,Train,Long,3,10,16,0,0,3.801989,NA,NA,1,M
31,Train,Long,3,10,17,0,0,6.222728,NA,NA,1,M
31,Train,Long,3,10,18,0,0,4.369792,NA,NA,1,M
31,Train,Long,3,10,19,0,0,13.15769,NA,NA,1,W
31,Train,Long,3,10,24,0,0,3.457082,NA,NA,1,F
31,Train,Long,3,10,26,0,0,11.93925,NA,NA,1,F
31,Train,Long,3,10,28,0,0,11.40389,NA,NA,1,F
31,Train,Long,3,10,29,0,0,10.12612,NA,NA,1,F
31,Train,Long,3,10,30,0,0,6.869971,NA,NA,1,W
31,Train,Long,3,10,31,0,0,5.905921,NA,NA,1,W
31,Train,Long,3,10,32,0,0,4.384145,NA,NA,1,M
31,Train,Long,3,10,33,0,0,13.88253,NA,NA,1,M
31,Train,Long,3,10,37,0,0,2.474681,NA,NA,1,W
31,Train,Long,3,10,39,0,0,3.382813,NA,NA,1,F
32,Train,Long,3,3,1,0,1,5.236927,NA,NA,1,F
32,Train,Long,3,3,2,0,0,33.23299,NA,NA,1,NoReward
32,Train,Long,3,4,1,0,1,7.042722,NA,NA,1,F
32,Train,Long,3,4,2,0,1,4.688692,NA,NA,1,F
32,Train,Long,3,4,3,0,1,4.647287,NA,NA,1,F
32,Train,Long,3,4,4,0,1,8.307029,NA,NA,1,F
32,Train,Long,3,4,5,0,1,5.028735,NA,NA,1,F
32,Train,Long,3,4,6,0,1,6.374147,NA,NA,1,F
32,Train,Long,3,4,7,0,1,2.991409,NA,NA,1,F
32,Train,Long,3,4,8,0,1,5.553578,NA,NA,1,F
32,Train,Long,3,4,9,0,1,4.101254,NA,NA,1,F
32,Train,Long,3,4,10,0,1,4.079181,NA,NA,1,F
32,Train,Long,3,4,11,0,1,3.879049,NA,NA,1,F
32,Train,Long,3,4,12,0,1,5.592349,NA,NA,1,F
32,Train,Long,3,5,2,0,0,2.343458,NA,NA,1,F
32,Train,Long,3,5,3,0,0,3.10257,NA,NA,1,F
32,Train,Long,3,5,6,0,0,4.197121,NA,NA,1,F
32,Train,Long,3,5,11,0,0,14.33831,NA,NA,1,F
32,Train,Long,3,5,12,0,0,6.362262,NA,NA,1,F
32,Train,Long,3,5,13,0,0,2.551474,NA,NA,1,F
32,Train,Long,3,5,14,0,0,7.312802,NA,NA,1,F
32,Train,Long,3,6,1,0,1,4.223902,NA,NA,1,W
32,Train,Long,3,6,2,0,1,3.315348,NA,NA,1,W
32,Train,Long,3,6,3,0,1,5.047736,NA,NA,1,W
32,Train,Long,3,6,4,0,1,4.916658,NA,NA,1,W
32,Train,Long,3,6,5,0,1,8.846843,NA,NA,1,W
32,Train,Long,3,6,6,0,1,3.512205,NA,NA,1,W
32,Train,Long,3,6,7,0,1,5.251673,NA,NA,1,W
32,Train,Long,3,6,8,0,1,5.467227,NA,NA,1,W
32,Train,Long,3,6,9,0,1,3.423727,NA,NA,1,W
32,Train,Long,3,6,10,0,1,4.997332,NA,NA,1,W
32,Train,Long,3,6,11,0,1,6.962045,NA,NA,1,W
32,Train,Long,3,6,12,0,1,4.208926,NA,NA,1,W
32,Train,Long,3,7,1,0,0,5.715819,NA,NA,1,W
32,Train,Long,3,7,2,0,0,6.331042,NA,NA,1,W
32,Train,Long,3,7,4,0,0,10.6858,NA,NA,1,W
32,Train,Long,3,7,6,0,0,5.139676,NA,NA,1,W
32,Train,Long,3,7,7,0,0,5.751839,NA,NA,1,W
32,Train,Long,3,7,8,0,0,13.19382,NA,NA,1,W
32,Train,Long,3,7,9,0,0,13.144,NA,NA,1,W
32,Train,Long,3,7,10,0,0,8.438972,NA,NA,1,W
32,Train,Long,3,7,12,0,0,13.14664,NA,NA,1,W
32,Train,Long,3,7,13,0,0,14.39297,NA,NA,1,W
32,Train,Long,3,8,1,0,1,5.360669,NA,NA,1,M
32,Train,Long,3,8,2,0,1,5.80132,NA,NA,1,M
32,Train,Long,3,8,3,0,1,3.041708,NA,NA,1,M
32,Train,Long,3,8,4,0,1,2.418947,NA,NA,1,M
32,Train,Long,3,8,5,0,1,2.367748,NA,NA,1,M
32,Train,Long,3,8,6,0,1,3.354881,NA,NA,1,M
32,Train,Long,3,8,7,0,1,6.339078,NA,NA,1,M
32,Train,Long,3,8,8,0,1,4.858878,NA,NA,1,M
32,Train,Long,3,8,9,0,1,2.308634,NA,NA,1,M
32,Train,Long,3,8,10,0,1,4.571161,NA,NA,1,M
32,Train,Long,3,8,11,0,1,5.90991,NA,NA,1,M
32,Train,Long,3,8,12,0,1,3.738107,NA,NA,1,M
32,Train,Long,3,9,1,0,0,8.369596,NA,NA,1,M
32,Train,Long,3,9,2,0,0,14.88174,NA,NA,1,M
32,Train,Long,3,9,3,0,0,4.526097,NA,NA,1,M
32,Train,Long,3,9,4,0,0,7.876113,NA,NA,1,M
32,Train,Long,3,9,8,0,0,9.054238,NA,NA,1,M
32,Train,Long,3,9,9,0,0,7.510072,NA,NA,1,M
32,Train,Long,3,9,10,0,0,6.943193,NA,NA,1,M
32,Train,Long,3,9,11,0,0,9.91594,NA,NA,1,M
32,Train,Long,3,9,12,0,0,7.166437,NA,NA,1,M
32,Train,Long,3,9,13,0,0,7.015683,NA,NA,1,M
32,Train,Long,3,10,1,0,0,12.77027,NA,NA,1,W
32,Train,Long,3,10,2,0,1,2.776936,NA,NA,1,F
32,Train,Long,3,10,3,0,0,8.522451,NA,NA,1,W
32,Train,Long,3,10,4,0,0,2.896663,NA,NA,1,W
32,Train,Long,3,10,5,0,1,3.76146,NA,NA,1,W
32,Train,Long,3,10,6,0,0,11.68602,NA,NA,1,M
32,Train,Long,3,10,7,0,0,2.623369,NA,NA,1,F
32,Train,Long,3,10,8,0,1,2.05118,NA,NA,1,M
32,Train,Long,3,10,11,0,0,4.163373,NA,NA,1,F
32,Train,Long,3,10,13,0,0,14.85012,NA,NA,1,F
32,Train,Long,3,10,17,0,0,12.49751,NA,NA,1,M
32,Train,Long,3,10,18,0,0,10.66893,NA,NA,1,M
32,Train,Long,3,10,19,0,0,13.45138,NA,NA,1,W
32,Train,Long,3,10,21,0,0,5.418165,NA,NA,1,F
32,Train,Long,3,10,22,0,0,5.944883,NA,NA,1,M
32,Train,Long,3,10,23,0,0,8.225298,NA,NA,1,F
32,Train,Long,3,10,27,0,0,5.602157,NA,NA,1,F
32,Train,Long,3,10,31,0,0,4.562503,NA,NA,1,M
32,Train,Long,3,10,33,0,0,2.879464,NA,NA,1,W
32,Train,Long,3,10,34,0,0,9.01343,NA,NA,1,W
32,Train,Long,3,10,35,0,0,6.86951,NA,NA,1,M
32,Train,Long,3,10,37,0,0,12.86356,NA,NA,1,W
33,Train,Long,3,3,1,0,1,3.855681,NA,NA,1,F
33,Train,Long,3,3,2,0,0,52.4302,NA,NA,1,NoReward
33,Train,Long,3,4,1,0,1,4.805487,NA,NA,1,F
33,Train,Long,3,4,2,0,1,4.890605,NA,NA,1,F
33,Train,Long,3,4,3,0,1,3.982525,NA,NA,1,F
33,Train,Long,3,4,4,0,1,3.41014,NA,NA,1,F
33,Train,Long,3,4,6,0,1,3.620139,NA,NA,1,F
33,Train,Long,3,4,7,0,1,8.527149,NA,NA,1,F
33,Train,Long,3,4,8,0,1,7.859825,NA,NA,1,F
33,Train,Long,3,4,10,0,1,5.297003,NA,NA,1,F
33,Train,Long,3,4,11,0,1,7.582539,NA,NA,1,F
33,Train,Long,3,4,12,0,1,4.977077,NA,NA,1,F
33,Train,Long,3,5,2,0,0,4.764751,NA,NA,1,F
33,Train,Long,3,5,3,0,0,6.664345,NA,NA,1,F
33,Train,Long,3,5,6,0,0,4.38104,NA,NA,1,F
33,Train,Long,3,5,7,0,0,11.05781,NA,NA,1,F
33,Train,Long,3,5,11,0,0,14.75147,NA,NA,1,F
33,Train,Long,3,5,14,0,0,13.86073,NA,NA,1,F
33,Train,Long,3,5,15,0,0,12.53911,NA,NA,1,F
33,Train,Long,3,6,2,0,1,2.064847,NA,NA,1,W
33,Train,Long,3,6,3,0,1,8.594733,NA,NA,1,W
33,Train,Long,3,6,4,0,1,7.580332,NA,NA,1,W
33,Train,Long,3,6,6,0,1,9.645174,NA,NA,1,W
33,Train,Long,3,6,8,0,1,6.908271,NA,NA,1,W
33,Train,Long,3,6,9,0,1,8.090913,NA,NA,1,W
33,Train,Long,3,6,10,0,1,7.510247,NA,NA,1,W
33,Train,Long,3,6,11,0,1,8.131433,NA,NA,1,W
33,Train,Long,3,6,12,0,1,5.476261,NA,NA,1,W
33,Train,Long,3,7,3,0,0,12.46949,NA,NA,1,W
33,Train,Long,3,7,13,0,0,9.725937,NA,NA,1,W
33,Train,Long,3,7,14,0,0,6.329453,NA,NA,1,W
33,Train,Long,3,7,15,0,0,11.71857,NA,NA,1,W
33,Train,Long,3,8,2,0,1,7.185802,NA,NA,1,M
33,Train,Long,3,8,3,0,1,9.708353,NA,NA,1,M
33,Train,Long,3,8,4,0,1,6.956156,NA,NA,1,M
33,Train,Long,3,8,5,0,1,9.044933,NA,NA,1,M
33,Train,Long,3,8,6,0,1,7.229457,NA,NA,1,M
33,Train,Long,3,8,8,0,1,6.294517,NA,NA,1,M
33,Train,Long,3,8,9,0,1,6.208473,NA,NA,1,M
33,Train,Long,3,8,10,0,1,7.185454,NA,NA,1,M
33,Train,Long,3,8,11,0,1,6.266906,NA,NA,1,M
33,Train,Long,3,9,10,0,0,14.46649,NA,NA,1,M
33,Train,Long,3,9,13,0,0,11.16766,NA,NA,1,M
33,Train,Long,3,9,14,0,0,11.8295,NA,NA,1,M
33,Train,Long,3,10,2,0,1,5.359652,NA,NA,1,F
33,Train,Long,3,10,3,0,0,4.67409,NA,NA,1,M
33,Train,Long,3,10,4,0,0,12.50334,NA,NA,1,W
33,Train,Long,3,10,5,0,1,7.986325,NA,NA,1,W
33,Train,Long,3,10,6,0,0,8.318735,NA,NA,1,F
33,Train,Long,3,10,7,0,0,14.98312,NA,NA,1,W
33,Train,Long,3,10,8,0,1,4.10853,NA,NA,1,M
33,Train,Long,3,10,10,0,0,13.48695,NA,NA,1,M
33,Train,Long,3,10,12,0,0,8.94749,NA,NA,1,M
33,Train,Long,3,10,15,0,0,8.236946,NA,NA,1,M
33,Train,Long,3,10,21,0,0,7.741716,NA,NA,1,F
33,Train,Long,3,10,22,0,0,11.48915,NA,NA,1,M
33,Train,Long,3,10,23,0,0,4.975397,NA,NA,1,F
33,Train,Long,3,10,25,0,0,9.275117,NA,NA,1,F
33,Train,Long,3,10,26,0,0,6.007865,NA,NA,1,F
33,Train,Long,3,10,31,0,0,3.730542,NA,NA,1,F
33,Train,Long,3,10,33,0,0,11.70599,NA,NA,1,W
33,Train,Long,3,10,35,0,0,14.92397,NA,NA,1,W
33,Train,Long,3,10,38,0,0,8.810633,NA,NA,1,M
33,Train,Long,3,10,39,0,0,5.936576,NA,NA,1,M
34,Train,Long,3,3,1,0,1,3.602937,NA,NA,1,F
34,Train,Long,3,4,1,0,1,5.487267,NA,NA,1,F
34,Train,Long,3,4,2,0,1,5.030242,NA,NA,1,F
34,Train,Long,3,4,3,0,1,6.504606,NA,NA,1,F
34,Train,Long,3,4,4,0,1,2.667994,NA,NA,1,F
34,Train,Long,3,4,5,0,1,3.961416,NA,NA,1,F
34,Train,Long,3,4,6,0,1,4.385626,NA,NA,1,F
34,Train,Long,3,4,7,0,1,4.319671,NA,NA,1,F
34,Train,Long,3,4,10,0,1,5.153305,NA,NA,1,F
34,Train,Long,3,4,11,0,1,6.131746,NA,NA,1,F
34,Train,Long,3,4,12,0,1,6.467695,NA,NA,1,F
34,Train,Long,3,5,2,0,0,4.503282,NA,NA,1,F
34,Train,Long,3,5,5,0,0,10.1892,NA,NA,1,F
34,Train,Long,3,5,6,0,0,5.786765,NA,NA,1,F
34,Train,Long,3,5,7,0,0,3.588691,NA,NA,1,F
34,Train,Long,3,5,8,0,0,3.05549,NA,NA,1,F
34,Train,Long,3,5,9,0,0,10.15562,NA,NA,1,F
34,Train,Long,3,5,11,0,0,3.978279,NA,NA,1,F
34,Train,Long,3,5,12,0,0,10.24473,NA,NA,1,F
34,Train,Long,3,5,13,0,0,4.834137,NA,NA,1,F
34,Train,Long,3,5,14,0,0,4.551918,NA,NA,1,F
34,Train,Long,3,5,15,0,0,4.406409,NA,NA,1,F
34,Train,Long,3,6,1,0,1,4.951917,NA,NA,1,W
34,Train,Long,3,6,2,0,1,3.062686,NA,NA,1,W
34,Train,Long,3,6,3,0,1,3.898289,NA,NA,1,W
34,Train,Long,3,6,4,0,1,4.681396,NA,NA,1,W
34,Train,Long,3,6,5,0,1,2.331111,NA,NA,1,W
34,Train,Long,3,6,6,0,1,4.686572,NA,NA,1,W
34,Train,Long,3,6,7,0,1,5.038803,NA,NA,1,W
34,Train,Long,3,6,8,0,1,2.333113,NA,NA,1,W
34,Train,Long,3,6,9,0,1,4.098704,NA,NA,1,W
34,Train,Long,3,6,10,0,1,2.752004,NA,NA,1,W
34,Train,Long,3,6,11,0,1,4.383726,NA,NA,1,W
34,Train,Long,3,6,12,0,1,2.380302,NA,NA,1,W
34,Train,Long,3,7,1,0,0,4.632109,NA,NA,1,W
34,Train,Long,3,7,2,0,0,2.618312,NA,NA,1,W
34,Train,Long,3,7,4,0,0,6.690652,NA,NA,1,W
34,Train,Long,3,7,5,0,0,3.514647,NA,NA,1,W
34,Train,Long,3,7,6,0,0,6.21091,NA,NA,1,W
34,Train,Long,3,7,7,0,0,3.921165,NA,NA,1,W
34,Train,Long,3,7,8,0,0,3.036459,NA,NA,1,W
34,Train,Long,3,7,9,0,0,7.888244,NA,NA,1,W
34,Train,Long,3,7,11,0,0,3.36631,NA,NA,1,W
34,Train,Long,3,7,15,0,0,7.770446,NA,NA,1,W
34,Train,Long,3,8,1,0,1,7.1924,NA,NA,1,M
34,Train,Long,3,8,3,0,1,6.936205,NA,NA,1,M
34,Train,Long,3,8,4,0,1,4.732925,NA,NA,1,M
34,Train,Long,3,8,5,0,1,4.737735,NA,NA,1,M
34,Train,Long,3,8,6,0,1,3.434991,NA,NA,1,M
34,Train,Long,3,8,7,0,1,4.129462,NA,NA,1,M
34,Train,Long,3,8,8,0,1,3.915416,NA,NA,1,M
34,Train,Long,3,8,9,0,1,4.984332,NA,NA,1,M
34,Train,Long,3,8,10,0,1,2.774744,NA,NA,1,M
34,Train,Long,3,8,11,0,1,7.388752,NA,NA,1,M
34,Train,Long,3,8,12,0,1,8.921553,NA,NA,1,M
34,Train,Long,3,9,1,0,0,4.932438,NA,NA,1,M
34,Train,Long,3,9,2,0,0,5.066519,NA,NA,1,M
34,Train,Long,3,9,3,0,0,8.874471,NA,NA,1,M
34,Train,Long,3,9,4,0,0,8.443639,NA,NA,1,M
34,Train,Long,3,9,5,0,0,4.697978,NA,NA,1,M
34,Train,Long,3,9,6,0,0,4.495975,NA,NA,1,M
34,Train,Long,3,9,7,0,0,7.0203,NA,NA,1,M
34,Train,Long,3,9,8,0,0,7.27597,NA,NA,1,M
34,Train,Long,3,9,9,0,0,3.133504,NA,NA,1,M
34,Train,Long,3,9,10,0,0,11.39055,NA,NA,1,M
34,Train,Long,3,9,12,0,0,4.45424,NA,NA,1,M
34,Train,Long,3,9,13,0,0,3.652382,NA,NA,1,M
34,Train,Long,3,9,15,0,0,8.634428,NA,NA,1,M
34,Train,Long,3,10,1,0,0,2.869966,NA,NA,1,F
34,Train,Long,3,10,2,0,1,2.603304,NA,NA,1,F
34,Train,Long,3,10,3,0,0,2.265567,NA,NA,1,M
34,Train,Long,3,10,4,0,0,6.369923,NA,NA,1,W
34,Train,Long,3,10,5,0,1,4.074498,NA,NA,1,W
34,Train,Long,3,10,6,0,0,8.939423,NA,NA,1,M
34,Train,Long,3,10,7,0,0,9.515971,NA,NA,1,W
34,Train,Long,3,10,8,0,1,4.705262,NA,NA,1,M
34,Train,Long,3,10,9,0,0,4.372641,NA,NA,1,F
34,Train,Long,3,10,10,0,0,3.919595,NA,NA,1,W
34,Train,Long,3,10,11,0,0,2.870587,NA,NA,1,F
34,Train,Long,3,10,12,0,0,3.217609,NA,NA,1,F
34,Train,Long,3,10,14,0,0,5.500633,NA,NA,1,F
34,Train,Long,3,10,15,0,0,2.661753,NA,NA,1,M
34,Train,Long,3,10,16,0,0,2.936093,NA,NA,1,F
34,Train,Long,3,10,19,0,0,5.885694,NA,NA,1,W
34,Train,Long,3,10,21,0,0,5.03726,NA,NA,1,F
34,Train,Long,3,10,22,0,0,6.085208,NA,NA,1,F
34,Train,Long,3,10,23,0,0,2.597487,NA,NA,1,M
34,Train,Long,3,10,26,0,0,8.35231,NA,NA,1,W
34,Train,Long,3,10,27,0,0,5.627398,NA,NA,1,M
34,Train,Long,3,10,28,0,0,1.919642,NA,NA,1,F
34,Train,Long,3,10,29,0,0,8.09048,NA,NA,1,W
34,Train,Long,3,10,32,0,0,5.751679,NA,NA,1,M
34,Train,Long,3,10,33,0,0,8.543098,NA,NA,1,W
34,Train,Long,3,10,34,0,0,13.64484,NA,NA,1,M
34,Train,Long,3,10,36,0,0,12.41314,NA,NA,1,W
35,Train,Long,3,3,1,0,1,6.842713,NA,NA,1,F
35,Train,Long,3,3,2,0,0,4.748654,NA,NA,1,NoReward
35,Train,Long,3,4,1,0,1,4.270047,NA,NA,1,F
35,Train,Long,3,4,2,0,1,5.885649,NA,NA,1,F
35,Train,Long,3,4,3,0,1,6.203104,NA,NA,1,F
35,Train,Long,3,4,4,0,1,3.326885,NA,NA,1,F
35,Train,Long,3,4,5,0,1,4.644199,NA,NA,1,F
